1122281838586814470 | YOKO よこ | @YOYA78213360 | Private: 0 | Verified: 0 | Bio: ‏‏‏‏‏‏צייצן בוטיק, | Location:  | Url: None | Joined: 27 Apr 2019 4:30 PM | Tweets: 921 | Following: 384 | Followers: 42 | Likes: 2148 | Media: 18 | Avatar: https://pbs.twimg.com/profile_images/1125179622285508609/GEbPmxdD_400x400.jpg
152179798 | עדי חסיד 🔥🔥 | @adihasid | Private: 0 | Verified: 0 | Bio: אוהב אדם, אוהב המדינה,ומוכן להתווכח עם תומכים ומתנגדים,עם מתן כבוד למכבדיי. תחומי עיסוק .   החזרי מס לשכירים ,הלוואות לעסקים, ייעוץ לפרישה , ביטוח.🔥rotary | Location: רחובות ישראל | Url: http://www.234.co.il | Joined: 5 Jun 2010 1:16 AM | Tweets: 31585 | Following: 4527 | Followers: 2959 | Likes: 46915 | Media: 1440 | Avatar: https://pbs.twimg.com/profile_images/783331916762189824/HK3WVmdv_400x400.jpg
84818345 | Ido Avraham | @idoavraham | Private: 0 | Verified: 0 | Bio: Major major major major. | Location:  | Url: None | Joined: 24 Oct 2009 3:47 AM | Tweets: 70 | Following: 703 | Followers: 63 | Likes: 43 | Media: 0 | Avatar: https://pbs.twimg.com/profile_images/599123510045184000/sP-XkSpr_400x400.jpg
983767605533200384 | Ron marks | @Ronmarks1988 | Private: 0 | Verified: 0 | Bio: I'm a white man. You can't even hurt my feelings | Location:  | Url: None | Joined: 10 Apr 2018 11:04 AM | Tweets: 1861 | Following: 360 | Followers: 23 | Likes: 1504 | Media: 251 | Avatar: https://pbs.twimg.com/profile_images/1088403847591182336/3tUdas8E_400x400.jpg
863367923888422912 | אבי וינשטוק ≛ | @AviWinestoock | Private: 0 | Verified: 0 | Bio: ‏‏‏בין הגל למרקס, אידיאולוגיה ופרגמטיזם, אסקפיזם וסולידריות. סטטיסטיקאי שלא עובד בזה. | Location: ישראל | Url: None | Joined: 13 May 2017 5:18 AM | Tweets: 3458 | Following: 652 | Followers: 171 | Likes: 17014 | Media: 94 | Avatar: https://pbs.twimg.com/profile_images/1113410098414739457/nGa36MSD_400x400.jpg
953108065 | TheCrow | @TheCrows33 | Private: 0 | Verified: 0 | Bio: תוכניתן בדחן וזוכה פרס ציוץ השנה מטעם עצמי אבל בחרתי להעדר מהטקס מטעמי מצפון לא סובל אותי סתם טיפוס צבוע | Location: Israel | Url: None | Joined: 16 Nov 2012 11:24 PM | Tweets: 17229 | Following: 563 | Followers: 1701 | Likes: 170795 | Media: 539 | Avatar: https://pbs.twimg.com/profile_images/1129775930468184064/Qmj7hMZQ_400x400.jpg
1026352357918093313 | S | @Shai50187316 | Private: 0 | Verified: 0 | Bio: אוכל הרבה ורץ הרבה. | Location:  | Url: None | Joined: 5 Aug 2018 11:20 PM | Tweets: 4156 | Following: 4993 | Followers: 680 | Likes: 17598 | Media: 349 | Avatar: https://pbs.twimg.com/profile_images/1129800789554356224/SdUKKvhg_400x400.jpg
17878914 | mamebot مَيمبوط | @matanbot | Private: 0 | Verified: 0 | Bio: Game designer, lazy, 56% coffee. bi I guess, anti-bad stuff, Chaotic Good (but actually Neutral Good). | Location: Tel Aviv-Jaffa تل أَبيب-يافا | Url: None | Joined: 4 Dec 2008 1:02 PM | Tweets: 532 | Following: 395 | Followers: 78 | Likes: 1718 | Media: 17 | Avatar: https://pbs.twimg.com/profile_images/1007531284518834176/73edmYnT_400x400.jpg
767106474057293828 | אלי ברק | @Eli7589 | Private: 0 | Verified: 0 | Bio: ‏‏בדרך לשנות את העולם... | Location: ישראל | Url: None | Joined: 20 Aug 2016 2:10 PM | Tweets: 60 | Following: 283 | Followers: 6 | Likes: 1712 | Media: 0 | Avatar: https://pbs.twimg.com/profile_images/935550266224599040/BNYPx4VF_400x400.jpg
28398744 | Aviv Ben Israel | @avivbeni | Private: 0 | Verified: 0 | Bio: ‏‏‏‏‏‏‏‏‏‏‏‏Liverpool FC, RB Leipzig, Premier League, Bundesliga, ליגה א' דרום.  לעולם לא תצעדי לבד, ר.ב. נורדיה  נילס לופגרן מהאי סטריט בנד עוקב אחריי. | Location: Tel Aviv, Israel | Url: None | Joined: 2 Apr 2009 12:14 PM | Tweets: 22875 | Following: 1602 | Followers: 617 | Likes: 62140 | Media: 873 | Avatar: https://pbs.twimg.com/profile_images/1042810316210544648/LK2ObSt9_400x400.jpg
918181 | Rani Einav | @jabcka | Private: 0 | Verified: 0 | Bio: Free thinker | Location: Tel Aviv | Url: None | Joined: 11 Mar 2007 4:45 AM | Tweets: 1892 | Following: 728 | Followers: 127 | Likes: 424 | Media: 9 | Avatar: https://pbs.twimg.com/profile_images/113525438/P6080125_400x400.JPG
930797092976635904 | Malileonard מלי | @Malileonard2 | Private: 0 | Verified: 0 | Bio: ‏‏לשמור על ראש פתוח. אבל לא להתכופף כדי שהמוח לא יפול. | Location:  | Url: None | Joined: 15 Nov 2017 5:58 AM | Tweets: 21720 | Following: 1544 | Followers: 939 | Likes: 140499 | Media: 3 | Avatar: https://pbs.twimg.com/profile_images/1045362830323666944/W4aABAC6_400x400.jpg
353111267 | י. קוּטֶר | @YossiRozenman | Private: 0 | Verified: 0 | Bio: יוסי רוזנמן, אביר האינטרנט העשוי ללא חת, מקטר על ענייני היום והשעה. שמאלני, טבעוני, חסיד אופניים ותחב"צ ושאר מרעין בישין | Location: Israel | Url: http://ykooter.blogspot.co.il | Joined: 11 Aug 2011 8:26 AM | Tweets: 9327 | Following: 372 | Followers: 380 | Likes: 5351 | Media: 279 | Avatar: https://pbs.twimg.com/profile_images/497679260719390720/bjllSQHZ_400x400.jpeg
1096826968279003139 | Infosec Welcome Wagon | @InfosecWelcome | Private: 0 | Verified: 0 | Bio: #Infosec Welcome Wagon | Location:  | Url: None | Joined: 16 Feb 2019 9:41 AM | Tweets: 124 | Following: 711 | Followers: 701 | Likes: 283 | Media: 0 | Avatar: https://pbs.twimg.com/profile_images/1096840514496839682/r9zKp28D_400x400.png
727916162663780353 | SV | @stuviii | Private: 0 | Verified: 0 | Bio:  | Location:  | Url: None | Joined: 4 May 2016 10:41 AM | Tweets: 4942 | Following: 391 | Followers: 124 | Likes: 14904 | Media: 244 | Avatar: https://pbs.twimg.com/profile_images/1127507866653474816/ZMDIVM2D_400x400.png
588207414 | Alpaקa🏳️‍🌈 | @AlpacaWithK | Private: 0 | Verified: 0 | Bio: if I block you, congrats - you've shown exceptional stupidity. | Location: Med | Url: None | Joined: 23 May 2012 1:40 AM | Tweets: 9363 | Following: 2284 | Followers: 606 | Likes: 99138 | Media: 699 | Avatar: https://pbs.twimg.com/profile_images/1103349431091507201/1yBf70mJ_400x400.jpg
9308852 | עידוק | @idokius | Private: 0 | Verified: 0 | Bio: ‏‏‏מפיק לכם פודקסטים http://Podcasti.co ‎‎‎ דברו איתי ido@room404.net | Location: Internet | Url: http://room404.net | Joined: 8 Oct 2007 6:13 AM | Tweets: 70167 | Following: 22256 | Followers: 37028 | Likes: 125602 | Media: 2614 | Avatar: https://pbs.twimg.com/profile_images/1116476505499082752/qeCK7IUC_400x400.jpg
1085059624078843905 | אמיר | @G1x8tLEn4KRPoyp | Private: 0 | Verified: 0 | Bio: סקס, כיבוש וחיסונים | Location:  | Url: None | Joined: 14 Jan 2019 10:22 PM | Tweets: 626 | Following: 250 | Followers: 22 | Likes: 2794 | Media: 3 | Avatar: https://pbs.twimg.com/profile_images/1086728779005861888/aH9_2VJe_400x400.jpg
834331249217064960 | دوبي ليبوفيتش🔥مساء الخيرדובי ליבוביץ | @dubilev1956 | Private: 0 | Verified: 0 | Bio: תהיה מברג קטן ולא בורג גדול | Location:  | Url: None | Joined: 22 Feb 2017 1:17 AM | Tweets: 10811 | Following: 333 | Followers: 444 | Likes: 13155 | Media: 175 | Avatar: https://pbs.twimg.com/profile_images/914340998104444928/DKc0eR-R_400x400.jpg
15716179 | Hannah Katsman | @mominisrael | Private: 0 | Verified: 0 | Bio: Info & support for parents in Israel & everywhere. Breastfeeding, gender, religious issues. My sites: http://AMotherInIsrael.com   & http://CookingManager.Com  | Location: Petach Tikva, Israel | Url: http://www.amotherinisrael.com | Joined: 3 Aug 2008 5:34 PM | Tweets: 26472 | Following: 2866 | Followers: 3294 | Likes: 8657 | Media: 159 | Avatar: https://pbs.twimg.com/profile_images/1031930734121021440/TmLvNGCX_400x400.jpg
3012171 | yair | @yair | Private: 0 | Verified: 0 | Bio: tl;dw | Location: UTC+7 | Url: http://yair.at.tooot.im | Joined: 30 Mar 2007 1:38 PM | Tweets: 29235 | Following: 2254 | Followers: 1870 | Likes: 53928 | Media: 1023 | Avatar: https://pbs.twimg.com/profile_images/975958624467001344/1-m7p8Os_400x400.jpg
1077993530742714368 | Softhority | @softhority | Private: 0 | Verified: 0 | Bio: Softhority è una suite di prodotti e soluzioni destinate a digitalizzare il tuo business. Offriamo servizi di revisione e sviluppo web, SEO, campagne marketing. | Location: Italia | Url: https://softhority.com | Joined: 26 Dec 2018 10:24 AM | Tweets: 104 | Following: 3985 | Followers: 427 | Likes: 46 | Media: 2 | Avatar: https://pbs.twimg.com/profile_images/1084526438223695873/8qmu-FgD_400x400.jpg
49982585 | Herr Mux | @mux2000 | Private: 0 | Verified: 0 | Bio: ‏‏‏‏I am Mux. I am an alien. I Rock.  mux2000‎‎ on YouTube and Bandcamp. יור ‎‎‎‎#העמותהלעידודההגירה. מנחה הפודקאסט ‎‎‎‎#נפולת של נמושות. He/His/It | Location: Berlin | Url: http://mux2000.bandcamp.com | Joined: 23 Jun 2009 7:02 AM | Tweets: 79767 | Following: 1283 | Followers: 1249 | Likes: 100004 | Media: 3360 | Avatar: https://pbs.twimg.com/profile_images/1124972839252180992/sk5KyMEt_400x400.jpg
875315315349086208 | Chen Idan | @Qwigwog2 | Private: 1 | Verified: 0 | Bio: I would very like to be excluded from this narrative | Location: ישראל | Url: None | Joined: 15 Jun 2017 4:33 AM | Tweets: 7538 | Following: 532 | Followers: 633 | Likes: 23645 | Media: 0 | Avatar: https://pbs.twimg.com/profile_images/1101166327052554240/IR61lpQv_400x400.jpg
2310004777 | Anat Ashiri-Prossner | @anatpross | Private: 0 | Verified: 0 | Bio:  | Location:  | Url: None | Joined: 25 Jan 2014 5:01 AM | Tweets: 1532 | Following: 121 | Followers: 155 | Likes: 2509 | Media: 42 | Avatar: https://pbs.twimg.com/profile_images/977538910875279361/gMe-Iq-b_400x400.jpg
347860527 | Schmitzan | @nitzpoz | Private: 0 | Verified: 0 | Bio: ‏מלחין, מעבד וחצוצרה: נעימת הפתיחה של הפודקאסט לכל הפחות בונובו | Location: Brooklyn, NY | Url: http://atleastbonobo.podbean.com | Joined: 3 Aug 2011 6:48 AM | Tweets: 38 | Following: 122 | Followers: 20 | Likes: 251 | Media: 4 | Avatar: https://pbs.twimg.com/profile_images/1130956350685622272/gtaGMhNC_400x400.jpg
42589004 | shlomit havron ‏‏‎‎‎ شلوميت هفرون | @shlomithavron | Private: 0 | Verified: 0 | Bio: ‏‏ממייסדות ומפעילות עמותת אחת מתוך אחת ומחנכת למיניות בריאה - מידע אמין על מין. | Location:  | Url: http://www.minamin.org | Joined: 26 May 2009 1:28 AM | Tweets: 11710 | Following: 1670 | Followers: 1603 | Likes: 24043 | Media: 347 | Avatar: https://pbs.twimg.com/profile_images/978702503771590656/5-sBb8x0_400x400.jpg
1084902983752732674 | Sul | @Sul03403253 | Private: 0 | Verified: 0 | Bio: Sul | Location: Sul | Url: None | Joined: 14 Jan 2019 12:00 PM | Tweets: 1 | Following: 1824 | Followers: 128 | Likes: 5 | Media: 1 | Avatar: https://pbs.twimg.com/profile_images/1086147132631990272/tH5mWhfx_400x400.jpg
173483904 | OraBOra أورة بورة | @OraPeledN | Private: 0 | Verified: 0 | Bio: ‏‏‏‏‏‏‏‏‏‏מספרת סיפורים מסביב למדורה הדיגיטלית. כל הזכויות שמורות - טל״ח Pro profile: ‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎@UXOraBora  tweets R my own, mostly Hebr | Location:  | Url: None | Joined: 1 Aug 2010 9:03 AM | Tweets: 26380 | Following: 477 | Followers: 1346 | Likes: 185043 | Media: 1169 | Avatar: https://pbs.twimg.com/profile_images/1101548755856379905/7rcmYarK_400x400.jpg
122122818 | Joe Ingeno | @JoeIngeno | Private: 0 | Verified: 0 | Bio: Software Architect | Developer | Author of Software Architect's Handbook http://bit.ly/2ozDAYP  | Location: Florida, USA | Url: https://ingeno.io/ | Joined: 11 Mar 2010 9:26 AM | Tweets: 20686 | Following: 17877 | Followers: 56900 | Likes: 2606 | Media: 206 | Avatar: https://pbs.twimg.com/profile_images/378800000592282043/b59c0ce84df76e778085fd418022d04e_400x400.jpeg
3287630737 | Chaim Altalef | @ChaimAltalef | Private: 0 | Verified: 0 | Bio: ההבדל היחיד ביני ובינכם הוא-שאני צודק | Location:  | Url: None | Joined: 22 Jul 2015 6:33 AM | Tweets: 29 | Following: 139 | Followers: 25 | Likes: 32 | Media: 1 | Avatar: https://pbs.twimg.com/profile_images/1076609128611627012/O42cM8vI_400x400.jpg
993980092538908673 | Yuval Eylon | @YuvalEyon | Private: 0 | Verified: 0 | Bio: Philosophy * Football * Politics (left) | Location:  | Url: None | Joined: 8 May 2018 3:24 PM | Tweets: 10582 | Following: 1060 | Followers: 389 | Likes: 14645 | Media: 150 | Avatar: https://pbs.twimg.com/profile_images/1016685425929457664/b4nfywOT_400x400.jpg
3320890475 | Uemlaeuet | @Uemlaeuet | Private: 0 | Verified: 0 | Bio: ‏‏עושה בווינה | Location:  | Url: None | Joined: 12 Jun 2015 5:50 AM | Tweets: 24131 | Following: 226 | Followers: 469 | Likes: 42600 | Media: 2747 | Avatar: https://pbs.twimg.com/profile_images/1043399436427247616/lga3QmL7_400x400.jpg
15980371 | Sa'ar JKG. | @saarg | Private: 0 | Verified: 0 | Bio: מנהל ההוראה המקוונת, האוניברסיטה העברית. בשלבי סיום דוקטורט בסטטיסטיקה. מורה ליוגה ויג'ננה. | Location:  | Url: None | Joined: 25 Aug 2008 4:56 AM | Tweets: 8362 | Following: 965 | Followers: 363 | Likes: 2211 | Media: 578 | Avatar: https://pbs.twimg.com/profile_images/1093235623845089280/UfPFmYko_400x400.jpg
18602791 | harry reis | @harryreis | Private: 0 | Verified: 0 | Bio: Director, Policy and Strategy @NewIsraelFund. Dorot Fellow '17-18, Formerly: Special Assistant to #CEO @ADL @WashInstitute @BrownUniversity. Views my own. | Location: Brooklyn, NY | Url: https://www.nif.org/people/harry-reis/ | Joined: 4 Jan 2009 6:41 AM | Tweets: 26457 | Following: 5001 | Followers: 2851 | Likes: 22232 | Media: 576 | Avatar: https://pbs.twimg.com/profile_images/828987245176582144/1RF_8BJF_400x400.jpg
31797019 | Hillel Assaf | @hillelassaf | Private: 0 | Verified: 0 | Bio: ‏רכז גיוס משאבים בקרן החדשה לישראל החדשה. שמאל-ירושלמי. | Location: Jerusalem | Url: None | Joined: 16 Apr 2009 6:45 AM | Tweets: 771 | Following: 383 | Followers: 192 | Likes: 3435 | Media: 52 | Avatar: https://pbs.twimg.com/profile_images/1064511180650307585/pfPcse0r_400x400.jpg
440558673 | Gil Bahat | @GilBahat | Private: 0 | Verified: 0 | Bio: A Gil, of all trades. AI/GFX/DevOps/Emails. Occasional political post. #RWBY #anime ex-#miraculous Looking for Israeli fanfiction writers, DM open. | Location: Israel | Url: http://www.linkedin.com/in/gilbahat | Joined: 18 Dec 2011 8:27 PM | Tweets: 8978 | Following: 3415 | Followers: 1025 | Likes: 3947 | Media: 248 | Avatar: https://pbs.twimg.com/profile_images/1104632124777345024/oA20is5d_400x400.png
1078012867448922112 | White Hat hackers@ | @Whitehacker101 | Private: 0 | Verified: 0 | Bio:  | Location: Pakistan | Url: https://www.hackerzs.com | Joined: 26 Dec 2018 11:41 AM | Tweets: 112 | Following: 2211 | Followers: 296 | Likes: 65 | Media: 20 | Avatar: https://pbs.twimg.com/profile_images/1078038802579501056/GSnz6zqv_400x400.jpg
128827857 | Martin Vögeli :) | @birdy1976 | Private: 0 | Verified: 0 | Bio: E-Learning // Multimedia // Online-Medien. DE: Dozent bei @fhhwz und @phtg sowie Unternehmer. EN: Lecturer and entrepreneur. PS: #42birds *\0/* | Location: Winterthur | Url: https://b76.ch/42birds | Joined: 2 Apr 2010 2:11 AM | Tweets: 3082 | Following: 3145 | Followers: 3164 | Likes: 220 | Media: 110 | Avatar: https://pbs.twimg.com/profile_images/1298662074/martin-voegeli_400x400.png
277375539 | Yuval يوڤال Adam | @yuvadm | Private: 0 | Verified: 0 | Bio: In the words of Archimedes, give me a long enough lever, and a place to rest it - or I will kill one hostage every hour. | Location: Tel Aviv-Jaffa, Israel-Palestine | Url: https://yuv.al | Joined: 5 Apr 2011 12:15 AM | Tweets: 10898 | Following: 669 | Followers: 2023 | Likes: 28614 | Media: 760 | Avatar: https://pbs.twimg.com/profile_images/1748051622/impossible_triangle_400x400.jpg
45122898 | rafael shimunov | @rafaelshimunov | Private: 0 | Verified: 1 | Bio: tech creative, was kid refugee, uzbekistan @jfrejnyc board @thejewishvote cofounding, @ifnotnoworg growing @workingfamilies @theccr alum #jewishresistance hehim | Location: queens, ny | Url: None | Joined: 6 Jun 2009 5:48 AM | Tweets: 16099 | Following: 2925 | Followers: 22939 | Likes: 40994 | Media: 2160 | Avatar: https://pbs.twimg.com/profile_images/1125820287164063744/t8sal71__400x400.jpg
1009485095613423618 | MegaHertz | @MegaHertz_H | Private: 0 | Verified: 0 | Bio: Frauen* beim Chaos Computer Club Hannover. @MegaHertz@chaos.social | Location: Hannover, Deutschland | Url: https://megahertz-hannover.org | Joined: 20 Jun 2018 10:16 AM | Tweets: 164 | Following: 138 | Followers: 122 | Likes: 68 | Media: 2 | Avatar: https://pbs.twimg.com/profile_images/1009513169885286400/pv0ZruKN_400x400.jpg
123806889 | David Zonsheine | @ramat123 | Private: 0 | Verified: 0 | Bio: Chairperson @ B'Tselem. Anti Apartheid and anti occupation activist.  Opinions here are my own. | Location:  | Url: None | Joined: 17 Mar 2010 1:18 AM | Tweets: 1194 | Following: 1078 | Followers: 758 | Likes: 4563 | Media: 71 | Avatar: https://pbs.twimg.com/profile_images/982996872213254144/vVJN3MGP_400x400.jpg
1061031911257190400 | LebenMitDepressionIstWie | @leben_wie | Private: 0 | Verified: 0 | Bio: Tweets über das Leben mit psychischen Erkrankungen. Konkret Depressionen, Angst- und Zwangsstörung.  #depression #notjustsad #angst #anxiety #ocd #zwang | Location:  | Url: None | Joined: 9 Nov 2018 3:04 PM | Tweets: 1062 | Following: 103 | Followers: 76 | Likes: 3259 | Media: 28 | Avatar: https://pbs.twimg.com/profile_images/1061033481176801280/7Wd5GAkf_400x400.jpg
393960191 | David大卫 Lanzendörfer | @leviathanch | Private: 0 | Verified: 0 | Bio: Hacker, engineer, scientist and fisher. Kallisti! #discordianism Working on #LibreSilicon http://libresilicon.com  #MGTOW Hardcore #CCP 🇨🇳 apologist 😜 | Location:  | Url: http://blog.the-leviathan.ch/ | Joined: 19 Oct 2011 3:56 AM | Tweets: 20689 | Following: 1647 | Followers: 574 | Likes: 34489 | Media: 558 | Avatar: https://pbs.twimg.com/profile_images/689864668173721600/0AAFHzIX_400x400.jpg
792853165611810816 | Anna K | @aiko_psi | Private: 0 | Verified: 0 | Bio: Psychologin & Doktorandin im Bereich Mensch-Technik-Interaktion. Interesse an: Softwareentwicklung, Usability, kognitive Prozesse, Robotik, Katzen, Bier. ;-) | Location:  | Url: None | Joined: 30 Oct 2016 3:18 PM | Tweets: 592 | Following: 160 | Followers: 250 | Likes: 406 | Media: 47 | Avatar: https://pbs.twimg.com/profile_images/1063368739691876352/NblAchuO_400x400.jpg
4107910126 | Amitay Dan | @popshark1 | Private: 0 | Verified: 0 | Bio: Information Security Researcher, blogger, Webint, OSINT, Reporter, activist 🕵🏼⚔ | Location:  | Url: http://www.amitaydan.com | Joined: 3 Nov 2015 3:09 PM | Tweets: 166 | Following: 1643 | Followers: 312 | Likes: 62 | Media: 38 | Avatar: https://pbs.twimg.com/profile_images/661714825853169664/rO5SakJm_400x400.jpg
8804562 | Kobi | @Kobi | Private: 0 | Verified: 0 | Bio: Interested in programming, reading, privacy. My dream is making the world better by using regular expressions.  Mortal enemy of Sancho Panza. | Location: Israel | Url: https://kobikobi.wordpress.com/ | Joined: 11 Sep 2007 12:02 AM | Tweets: 1770 | Following: 380 | Followers: 266 | Likes: 1619 | Media: 331 | Avatar: https://pbs.twimg.com/profile_images/711261435511357441/WXNz7FXR_400x400.jpg
1466830381 | Yotam Gutman | @GutmanYotam | Private: 0 | Verified: 0 | Bio: Surfer, father, husband. Owntrepreneur. VP Marketing at @SecuriThings . Tweets are my own (but you can read and RT them). | Location: Tel Aviv | Url: http://owntrepreneurship.com | Joined: 29 May 2013 2:15 AM | Tweets: 33794 | Following: 6335 | Followers: 5745 | Likes: 30557 | Media: 2098 | Avatar: https://pbs.twimg.com/profile_images/868762329130954752/Sh8bi07C_400x400.jpg
14442220 | Meemsaf ميم ساف | @meemsaf | Private: 0 | Verified: 0 | Bio: Just a nice [Queer Vegan anti-Zionist Marxist Anarchist] Jewish boy. Tweets mostly EN/HE, some DE. לפעמים פרפקציוניסט אבל אף פעם לא ציוניסט | Location: Leipzig, Germany | Url: https://tooot.im/@abgd | Joined: 19 Apr 2008 3:29 AM | Tweets: 41794 | Following: 2557 | Followers: 1564 | Likes: 62885 | Media: 985 | Avatar: https://pbs.twimg.com/profile_images/1006137464979951617/Kce0lCOo_400x400.jpg
13043662 | Yariv Zur | @vlvl | Private: 0 | Verified: 0 | Bio: SAP Product guy (cloud, UX, mobile), SAP Technology Ambassador, Former Journalist, Father, Geek, Spouse. Not necessarily in this order. | Location: Israel | Url: http://blog.pokarov.com | Joined: 4 Feb 2008 3:37 AM | Tweets: 13326 | Following: 3568 | Followers: 3696 | Likes: 14276 | Media: 734 | Avatar: https://pbs.twimg.com/profile_images/987311576976850944/0QH7LnrR_400x400.jpg
719222140072017921 | Lyah Vanel | @LyahVanel | Private: 0 | Verified: 0 | Bio:  | Location:  | Url: None | Joined: 10 Apr 2016 10:54 AM | Tweets: 1 | Following: 265 | Followers: 29 | Likes: 181 | Media: 0 | Avatar: https://pbs.twimg.com/profile_images/719223197422526464/DpKCpTzy_400x400.jpg
2921004369 | Yuv🍀 | @yuvalrub | Private: 0 | Verified: 0 | Bio: Leutzscher Jude. Tweets in German, English and Hebrew. | Location:  | Url: None | Joined: 13 Dec 2014 11:34 PM | Tweets: 2340 | Following: 1329 | Followers: 257 | Likes: 27331 | Media: 269 | Avatar: https://pbs.twimg.com/profile_images/1033416810018877440/y9jtrEtz_400x400.jpg
60367532 | avishay sela | @avishay_sela | Private: 0 | Verified: 0 | Bio: ‏‏ועם שישה מיתרים קרועים | Location:  | Url: http://betarnordia.co.il | Joined: 26 Jul 2009 11:47 AM | Tweets: 123003 | Following: 2649 | Followers: 2905 | Likes: 178219 | Media: 5774 | Avatar: https://pbs.twimg.com/profile_images/1020345691095396352/a2W6I3nN_400x400.jpg
355339365 | Or AviGuy | @OrAviGuy | Private: 0 | Verified: 0 | Bio:  | Location:  | Url: None | Joined: 14 Aug 2011 10:58 PM | Tweets: 229 | Following: 193 | Followers: 55 | Likes: 2 | Media: 1 | Avatar: https://pbs.twimg.com/profile_images/761907192593321984/dI9S1H8-_400x400.jpg
775724 | Tal Amir | @talamir | Private: 0 | Verified: 0 | Bio: Live and let live. | Location: Tel Aviv, Israel | Url: http://about.me/talamir | Joined: 16 Feb 2007 8:00 AM | Tweets: 4142 | Following: 547 | Followers: 247 | Likes: 13 | Media: 89 | Avatar: https://pbs.twimg.com/profile_images/748135620590059520/Ky93Jq4B_400x400.jpg
35484021 | Dror A. Guldin | @50stuck | Private: 0 | Verified: 0 | Bio: Full explicit endorsement of views does not mean endorsement | Location:  | Url: None | Joined: 26 Apr 2009 8:13 AM | Tweets: 4443 | Following: 1014 | Followers: 332 | Likes: 21836 | Media: 74 | Avatar: https://pbs.twimg.com/profile_images/3232809229/6a1ef8ec7951c67f868aff487d64ebdc_400x400.jpeg
1318920751 | Nadav Caridi | @ncaridi | Private: 0 | Verified: 0 | Bio:  | Location:  | Url: None | Joined: 31 Mar 2013 11:40 AM | Tweets: 43 | Following: 60 | Followers: 8 | Likes: 24 | Media: 0 | Avatar: https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png
27234080 | Ze'ev Russak | @z33v | Private: 0 | Verified: 0 | Bio: Software developer with a multidisciplinary background in Physics, Chemistry, Biology, Math and Computer Sciences. | Location: Tel Aviv, Israel | Url: http://www.linkedin.com/in/russak | Joined: 28 Mar 2009 7:14 AM | Tweets: 178 | Following: 103 | Followers: 45 | Likes: 6 | Media: 11 | Avatar: https://pbs.twimg.com/profile_images/1114754249/41619_619779155_8744_q_400x400.jpg
989350262 | Weltnest Leipzig | @weltnest | Private: 0 | Verified: 0 | Bio: Hier gibt es Kürze mit Würze aus dem Weltnest Leipzig. Unsere Stadt hat ein neues Zuhause für Meinungen. Willkommen in Leipzigs digitalem Wohnzimmer. | Location: Leipzig | Url: http://www.weltnest.de | Joined: 4 Dec 2012 10:48 AM | Tweets: 977 | Following: 1975 | Followers: 2201 | Likes: 129 | Media: 78 | Avatar: https://pbs.twimg.com/profile_images/3190532826/e669a917f0a6cb7f20dc2e84b22a97ac_400x400.jpeg
